NAZWA_ULICY;NUMER
ulica Juliana Ursyna Niemcewicza;8A
ulica Juliana Ursyna Niemcewicza;6A
ulica Juliana Ursyna Niemcewicza;4B
ulica Juliana Ursyna Niemcewicza;58A
ulica Juliana Ursyna Niemcewicza;16A
ulica Juliana Ursyna Niemcewicza;10A
ulica Juliana Ursyna Niemcewicza;13
ulica Juliana Ursyna Niemcewicza;4A
ulica Juliana Ursyna Niemcewicza;68
ulica Juliana Ursyna Niemcewicza;26
ulica Nizinna;19
ulica Nizinna;2
ulica Nizinna;7B
ulica Nizinna;12
ulica Nizinna;11
ulica Malinowa;17
ulica Malinowa;12
ulica Malinowa;23
ulica Malinowa;20
ulica Malinowa;5
ulica Malinowa;18
ulica Malinowa;15
ulica Malinowa;22
ulica Malinowa;9
ulica Malinowa;14
ulica Malinowa;8
ulica Malwy;9
ulica Malwy;6
ulica Malwy;4
ulica Malwy;2
ulica Malwy;8
ulica Malwy;10
ulica Malwy;7
ulica Malwy;5
ulica Malwy;1
ulica Malwy;3
ulica Malwy;11
ulica Objazdowa;2
ulica Objazdowa;27
ulica Objazdowa;10
ulica Objazdowa;12A
ulica Ogrodowa;1
ulica Okuniewska;6A
ulica Okuniewska;6
ulica Okuniewska;1
ulica Olchy;2
ulica Olchy;4
ulica Olchy;6
ulica Opalowa;4
ulica Opalowa;8
ulica Opalowa;10
ulica Opalowa;12
ulica Opalowa;2
ulica Opalowa;6
ulica Orla;4
ulica Orla;6
ulica Orla;10
ulica Orla;2B
ulica Orla;12
ulica Orla;8
ulica Orla;4B
ulica Orla;4A
ulica Orla;2A
ulica Orla;2
ulica Orzechowa;17
ulica Orzechowa;3
Plac Wojska Polskiego;54
Plac Wojska Polskiego;111
Plac Wojska Polskiego;25
Plac Wojska Polskiego;110
Plac Wojska Polskiego;151
Plac Wojska Polskiego;113
ulica Stanisława Wrońskiego;5
ulica Stanisława Wrońskiego;3
ulica Wrzosowa;7
ulica Wrzosowa;4A
ulica Wrzosowa;4
ulica Wrzosowa;9
ulica Stanisława Żółkiewskiego;24
ulica Stanisława Żółkiewskiego;9A
ulica Stanisława Żółkiewskiego;14
ulica Stanisława Żółkiewskiego;10
ulica Stanisława Żółkiewskiego;8
ulica Stanisława Żółkiewskiego;15
ulica Stanisława Żółkiewskiego;12
ulica Stanisława Żółkiewskiego;17
ulica Stanisława Żółkiewskiego;16
ulica Stanisława Żółkiewskiego;11
ulica Stanisława Żółkiewskiego;4
ulica Aksamitki;16
ulica Aksamitki;7
ulica Aksamitki;7A
ulica Amfory;3
ulica Amfory;22
ulica Amfory;20
ulica Amfory;14
ulica Amfory;9
ulica Amfory;10
ulica Amfory;18
ulica Amfory;7
ulica Amfory;5
ulica Amfory;8
ulica Amfory;17
ulica Amfory;6
ulica Amfory;16
ulica Amfory;4
ulica Andrutowa;1D
ulica Andrutowa;1L
ulica Andrutowa;5A
ulica Andrutowa;1K
ulica gen. Władysława Sikorskiego;66A
ulica Paprotki;17
ulica Przyczółkowa;376
ulica Przyczółkowa;69
ulica Przyczółkowa;60
ulica Przyczółkowa;124
ulica Przyczółkowa;80A
ulica Przyczółkowa;43
ulica Przyczółkowa;15
ulica Przyczółkowa;338
ulica Przyczółkowa;308
ulica Przyczółkowa;57/59
ulica Przyczółkowa;126A
ulica Przyczółkowa;124A
ulica Przyczółkowa;144
ulica Przyczółkowa;372
ulica Przyczółkowa;360
ulica Przyczółkowa;86
ulica Przyczółkowa;88
ulica Przyczółkowa;49
ulica Przyczółkowa;374
ulica Przyczółkowa;364
ulica Przyczółkowa;362
ulica Przyczółkowa;71
ulica Przyczółkowa;51
ulica Przyczółkowa;107
ulica Przyczółkowa;141
ulica Przyczółkowa;320B
ulica Przyczółkowa;138
ulica Przyczółkowa;142S
ulica Przyczółkowa;138P
ulica Przyczółkowa;138N
ulica Rumiana;32
ulica Rumiana;22
ulica Rumiana;20
ulica Rumiana;1D
ulica Rumiana;75A
ulica Rumiana;110B
ulica Rumiana;89
ulica Rumiana;87
ulica Rumiana;93
ulica Rumiana;5A
ulica Rumiana;35B
ulica Rumiana;120B
ulica Rumiana;52
ulica Rumiana;68
ulica Rumiana;99
ulica Rosochata;68A
ulica Rosochata;64B
ulica Rosochata;40B
ulica Rosochata;40A
ulica Rosochata;55
ulica Rosochata;78
ulica Rosochata;70
ulica Rosochata;66
ulica Rosochata;3
ulica Rosochata;8
ulica Rosochata;64A
ulica Rosochata;29
ulica Rosochata;34
ulica Rosochata;52
ulica Rosochata;5
ulica Rosochata;64D
ulica Rosochata;54
ulica Rosochata;11
ulica Rosochata;19
ulica Rosochata;58
ulica Rosochata;56
ulica Rosochata;5B
ulica Rosochata;13
ulica Rosochata;20
ulica Rosochata;5AB
ulica Rosochata;86
ulica Rzodkiewki;24
ulica Rzodkiewki;14C
ulica Rzodkiewki;22
ulica Rzodkiewki;48
ulica Rzodkiewki;50
ulica Rzodkiewki;2/4
ulica Rzodkiewki;6A
ulica Rzodkiewki;21
ulica Rzodkiewki;23
ulica Rzodkiewki;14E
ulica Rzodkiewki;28A
ulica Rzodkiewki;8B
ulica Rzodkiewki;8G
ulica Rzodkiewki;8D
ulica Rzodkiewki;28
ulica Rzodkiewki;8A
ulica Rzodkiewki;8F
ulica Rzodkiewki;19
ulica Rzodkiewki;38
ulica Rzodkiewki;10
ulica Rzodkiewki;26
ulica Przekorna;63A
ulica Przekorna;63B
ulica Przekorna;48
ulica Przekorna;63
ulica Przekorna;26
ulica Przekorna;65J
ulica Przekorna;36
ulica Przyczółkowa;400
ulica Rosy;21G
ulica Rosy;21S
ulica Rosy;7D
ulica Rosy;9A
ulica Rotmistrzowska;24
ulica Rotmistrzowska;42
ulica Rotmistrzowska;34
ulica Rotmistrzowska;14
ulica Rotmistrzowska;6
ulica Rotmistrzowska;3
ulica Rotmistrzowska;22
ulica Rotmistrzowska;35
ulica Rotmistrzowska;27
ulica Rotmistrzowska;21
ulica Rotmistrzowska;38
ulica Rotmistrzowska;29
ulica Rotmistrzowska;30
ulica Rotmistrzowska;11
ulica Rotmistrzowska;28
ulica Rotmistrzowska;10
ulica Rotmistrzowska;31
ulica Rotmistrzowska;25
ulica Rotmistrzowska;26
ulica Rotmistrzowska;12
ulica Rotmistrzowska;33
ulica Rotmistrzowska;39
ulica Rotmistrzowska;39A
ulica Rotmistrzowska;1
ulica Rotmistrzowska;43
ulica Sielanki;13A
ulica Sielanki;19
ulica Sielanki;3A
ulica Sielanki;3
ulica Sielanki;4
ulica Sielanki;27
ulica Sielanki;9D
ulica Sielanki;9C
ulica Europejska;32A
ulica Europejska;43
ulica Europejska;127
ulica Europejska;28
ulica Europejska;48
ulica Europejska;26A
ulica Europejska;20
ulica Europejska;30B
ulica Europejska;115C
ulica Europejska;113A
ulica Europejska;99
ulica Europejska;17
ulica Europejska;75
ulica Europejska;83
ulica Europejska;33
ulica Europejska;34B
ulica Europejska;26B
ulica Europejska;30A
ulica Europejska;32B
ulica Europejska;32C
ulica Jara;4
ulica Jara;7A
ulica Jara;10
ulica Jara;11B
ulica Jara;9
ulica Jara;4A
ulica Jara;4C
ulica Jara;4G
ulica Jara;4F
ulica Jara;4D
ulica Jara;4B
ulica Jara;11A
ulica Jara;5H
ulica Jara;12A
ulica Jara;12C
ulica Jara;11
ulica Kardamonowa;4
ulica Kardamonowa;19
ulica Kardamonowa;12
ulica Kardamonowa;10
ulica Kardamonowa;13
ulica Kardamonowa;17
ulica Kardamonowa;14
ulica Kardamonowa;15
ulica Karmelowa;4
ulica Karmelowa;8
ulica Karmelowa;6
ulica Karuzela;1
ulica Kazachska;7
ulica Kazachska;1
ulica Kazachska;5
ulica Kazachska;3
ulica Krzysztofa Kieślowskiego;3
ulica Krzysztofa Kieślowskiego;5C
ulica Krzysztofa Kieślowskiego;5B
ulica Królowej Marysieńki;24K
ulica Królowej Marysieńki;26A
ulica Królowej Marysieńki;27C
ulica Królowej Marysieńki;29A
ulica Królowej Marysieńki;27B
ulica Królowej Marysieńki;33
ulica Królowej Marysieńki;102
ulica Królowej Marysieńki;27A
ulica Królowej Marysieńki;3J
ulica Królowej Marysieńki;3G
ulica Królowej Marysieńki;3H
ulica Królowej Marysieńki;25A
ulica Królowej Marysieńki;26D
ulica Królowej Marysieńki;14
ulica Królowej Marysieńki;29
ulica Królowej Marysieńki;66
ulica Królowej Marysieńki;36
ulica Królowej Marysieńki;27
ulica Królowej Marysieńki;64
ulica Królowej Marysieńki;3
ulica Królowej Marysieńki;22C
ulica Królowej Marysieńki;58
ulica Królowej Marysieńki;46
ulica Królowej Marysieńki;3I
ulica Bruzdowa;100L
ulica Bruzdowa;100K
ulica Bruzdowa;100J
ulica Bruzdowa;89A
ulica Bruzdowa;85
ulica Bruzdowa;162D
ulica Bruzdowa;177E
ulica Bruzdowa;177D
ulica Bruzdowa;177C
ulica Bruzdowa;177B
ulica Bruzdowa;177A
ulica Bruzdowa;177
ulica Bruzdowa;92A
ulica Bruzdowa;142F
ulica Bruzdowa;142G
ulica Bruzdowa;162C
ulica Bruzdowa;95B
ulica Bruzdowa;162B
ulica Bruzdowa;162A
ulica Bruzdowa;84D
ulica Bruzdowa;142D
ulica Bruzdowa;44M
ulica Bruzdowa;46U
ulica Bruzdowa;32A
ulica Bruzdowa;32W/2
ulica Bruzdowa;84L
ulica Bruzdowa;45A
ulica Bruzdowa;116J
ulica Bruzdowa;181
ulica Bruzdowa;70
ulica Bruzdowa;29
ulica Bruzdowa;109J
ulica Bruzdowa;107R
ulica Bruzdowa;107H
ulica Europejska;32D
ulica Europejska;18B
ulica Europejska;18C
ulica Europejska;16C
ulica Europejska;101A
ulica Europejska;119
ulica Europejska;105
ulica Europejska;109
ulica Europejska;111
ulica Europejska;115A
ulica Europejska;111A
ulica Europejska;115
ulica Europejska;14C
ulica Europejska;14B
ulica Europejska;14D
ulica Europejska;107
ulica Europejska;14G
ulica Europejska;14E
ulica Europejska;115B
ulica Europejska;87
ulica Europejska;93
ulica Europejska;103
ulica Europejska;63
ulica Europejska;67
ulica Europejska;65
ulica Europejska;71
ulica Europejska;77
ulica Europejska;69
ulica Europejska;59
ulica Europejska;57
ulica Europejska;22
ulica Europejska;38
ulica Krzysztofa Kieślowskiego;5D
ulica Krzysztofa Kieślowskiego;5A
ulica Krzysztofa Kieślowskiego;5E
ulica Krzysztofa Kieślowskiego;5
ulica Krzysztofa Kieślowskiego;7
ulica Krzysztofa Kieślowskiego;3D
ulica Krzysztofa Kieślowskiego;3E
ulica Krzysztofa Kieślowskiego;3C
ulica Krzysztofa Kieślowskiego;3B
ulica Krzysztofa Kieślowskiego;3A
ulica Franciszka Klimczaka;5
ulica Franciszka Klimczaka;4
ulica Franciszka Klimczaka;2
ulica Franciszka Klimczaka;22F
ulica Franciszka Klimczaka;16
ulica Franciszka Klimczaka;12B
ulica Franciszka Klimczaka;22B
ulica Franciszka Klimczaka;15
ulica Franciszka Klimczaka;8A
ulica Franciszka Klimczaka;12
ulica Franciszka Klimczaka;17
ulica Franciszka Klimczaka;1
ulica Franciszka Klimczaka;22E
ulica Franciszka Klimczaka;13
ulica Franciszka Klimczaka;12A
ulica Franciszka Klimczaka;22G
ulica Franciszka Klimczaka;22D
ulica Franciszka Klimczaka;22C
ulica Franciszka Klimczaka;22A
ulica Królowej Marysieńki;38
ulica Królowej Marysieńki;26E
ulica Królowej Marysieńki;62
ulica Królowej Marysieńki;50
ulica Królowej Marysieńki;74
ulica Królowej Marysieńki;5A
ulica Królowej Marysieńki;32A
ulica Królowej Marysieńki;24B
ulica Królowej Marysieńki;24
ulica Królowej Marysieńki;40
ulica Królowej Marysieńki;5D
ulica Królowej Marysieńki;3C
ulica Królowej Marysieńki;20A
ulica Królowej Marysieńki;72
ulica Królowej Marysieńki;9
ulica Królowej Marysieńki;7D
ulica Królowej Marysieńki;26B
ulica Królowej Marysieńki;7A
ulica Królowej Marysieńki;44A
ulica Królowej Marysieńki;44
ulica Królowej Marysieńki;34D
ulica Królowej Marysieńki;96
ulica Królowej Marysieńki;70
ulica Królowej Marysieńki;86
ulica Bruzdowa;151
ulica Bruzdowa;127G
ulica Bruzdowa;96G
ulica Bruzdowa;25
ulica Bruzdowa;92B
ulica Bruzdowa;89B
ulica Bruzdowa;44A
ulica Bruzdowa;44B
ulica Bruzdowa;127F
ulica Bruzdowa;46
ulica Bruzdowa;127K
ulica Bruzdowa;127E
ulica Bruzdowa;95
ulica Bruzdowa;140E
ulica Bruzdowa;127J
ulica Bruzdowa;116E
ulica Bruzdowa;121F
ulica Bruzdowa;127H
ulica Bruzdowa;130C
ulica Bruzdowa;130A
ulica Bruzdowa;128E
ulica Bruzdowa;121E
ulica Bruzdowa;68
ulica Bruzdowa;142
ulica Bruzdowa;116K
ulica Bruzdowa;183
ulica Bruzdowa;109K
ulica Bruzdowa;72
ulica Bruzdowa;117H
ulica Bruzdowa;32R
ulica Bruzdowa;128C
ulica Bruzdowa;54A
ulica Bruzdowa;112G
ulica Bruzdowa;60K
ulica Europejska;18
ulica Europejska;1
ulica Europejska;89A
ulica Europejska;6A
ulica Europejska;6B
ulica Europejska;77A
ulica Europejska;44A
ulica Europejska;30D
ulica Europejska;101
ulica Europejska;36
ulica Europejska;49
ulica Europejska;39
ulica Europejska;23
ulica Europejska;42
ulica Europejska;16
ulica Europejska;6
ulica Europejska;15
ulica Europejska;11
ulica Europejska;13
ulica Europejska;10
ulica Europejska;8
ulica Europejska;14
ulica Europejska;2
ulica Europejska;34
ulica Europejska;20A
ulica Europejska;123
ulica Europejska;119A
ulica Europejska;47
ulica Europejska;32F
ulica Europejska;36C
ulica Europejska;36B
ulica Europejska;46
ulica Franciszka Klimczaka;8
ulica Franciszka Klimczaka;22
ulica Franciszka Klimczaka;7
ulica Franciszka Klimczaka;20
ulica Franciszka Klimczaka;10E
ulica Franciszka Klimczaka;10D
ulica Franciszka Klimczaka;10G
ulica Franciszka Klimczaka;10C
ulica Franciszka Klimczaka;10A
ulica Franciszka Klimczaka;6A
ulica Franciszka Klimczaka;6
ulica Franciszka Klimczaka;10F
ulica Franciszka Klimczaka;10B
ulica Franciszka Klimczaka;10
ulica Kokosowa;22
ulica Kokosowa;20
ulica Kokosowa;28
ulica Kokosowa;18
ulica Kokosowa;26
ulica Kokosowa;12
ulica Kokosowa;32
ulica Kokosowa;38
ulica Kokosowa;6
ulica Kokosowa;36
ulica Kokosowa;30
ulica Kokosowa;16
ulica Kokosowa;10
ulica Kokosowa;8
ulica Kolegiacka;10
ulica Kolegiacka;3
ulica Kolegiacka;1
ulica Kolegiacka;8
ulica Królowej Marysieńki;42
ulica Królowej Marysieńki;34A
ulica Królowej Marysieńki;22F
ulica Królowej Marysieńki;32
ulica Królowej Marysieńki;5C
ulica Królowej Marysieńki;84
ulica Królowej Marysieńki;64A
ulica Królowej Marysieńki;76
ulica Królowej Marysieńki;16A
ulica Królowej Marysieńki;5K
ulica Królowej Marysieńki;4A
ulica Królowej Marysieńki;36A
ulica Królowej Marysieńki;96A
ulica Królowej Marysieńki;2A
ulica Królowej Marysieńki;25C
ulica Królowej Marysieńki;23B
ulica Królowej Marysieńki;23A
ulica Królowej Marysieńki;12A
ulica Królowej Marysieńki;104
ulica Królowej Marysieńki;54
ulica Królowej Marysieńki;52
ulica Królowej Marysieńki;4
ulica Królowej Marysieńki;13
ulica Królowej Marysieńki;10
ulica Bruzdowa;60J
ulica Bruzdowa;60H
ulica Bruzdowa;60G
ulica Bruzdowa;60F
ulica Bruzdowa;98D
ulica Bruzdowa;98E
ulica Bruzdowa;98F
ulica Bruzdowa;98G
ulica Bruzdowa;98H
ulica Bruzdowa;92Z
ulica Bruzdowa;127B
ulica Bruzdowa;127D
ulica Bruzdowa;140D
ulica Bruzdowa;140A
ulica Bruzdowa;140C
ulica Bruzdowa;127C
ulica Bruzdowa;108
ulica Bruzdowa;106H
ulica Bruzdowa;112T
ulica Bruzdowa;107D
ulica Bruzdowa;46T
ulica Bruzdowa;19A
ulica Bruzdowa;34
ulica Bruzdowa;119D
ulica Bruzdowa;119C
ulica Bruzdowa;118P
ulica Bruzdowa;118J
ulica Bruzdowa;118G
ulica Bruzdowa;118E
ulica Bruzdowa;117N
ulica Bruzdowa;117M
ulica Bruzdowa;117D
ulica Bruzdowa;116R
ulica Bruzdowa;116L
ulica Europejska;19
ulica Europejska;109A
ulica Europejska;12
ulica Europejska;107A
ulica Europejska;81A
ulica Europejska;81
ulica Europejska;36F
ulica Europejska;61
ulica Europejska;32
ulica Europejska;73
ulica Europejska;36D
ulica Europejska;19A
ulica Europejska;21A
ulica Europejska;14A
ulica Europejska;113
ulica Europejska;21B
ulica Europejska;125
ulica Europejska;51
ulica Europejska;36E
ulica Europejska;16A
ulica Europejska;117
ulica Europejska;117A
ulica Europejska;3
ulica Jerzego Beniamina Flatta;7
ulica Aleksandra Gieysztora;4
ulica Aleksandra Gieysztora;2
ulica Aleksandra Gieysztora;6
ulica Glebowa;16
ulica Glebowa;22
ulica Glebowa;18F
ulica Glebowa;15
ulica Glebowa;10
ulica Komfortowa;4
ulica Kacpra Karlińskiego;5A
ulica Kacpra Karlińskiego;5
ulica Karolkowa;69B
ulica Karolkowa;71
ulica Karolkowa;56A
ulica Karolkowa;80/82
ulica Karolkowa;69J
ulica Karolkowa;50
ulica Karolkowa;49
ulica Grzybowska;85C
ulica Grzybowska;92
ulica Grzybowska;43A
ulica Grzybowska;74
ulica Grzybowska;53/57
ulica Grzybowska;51/53
ulica Grzybowska;67/69
ulica Grzybowska;34
ulica Góralska;9
ulica Góralska;4
ulica Góralska;6A
ulica Góralska;2A
ulica Góralska;3
ulica Góralska;5
ulica Kolejowa;43
ulica Kolejowa;2
ulica Kolejowa;9/11
ulica Kolejowa;49
ulica Kolejowa;51A
ulica Kolejowa;35
ulica Kolejowa;51
ulica Kolejowa;8C
ulica Kolejowa;8A
ulica Kolejowa;47
ulica Kolejowa;47B
ulica Kolejowa;11/13
ulica Kolejowa;1
ulica Kolska;9B
ulica Kolska;13
ulica Kolska;9
ulica Kolska;2/4
ulica Kolska;9A
ulica Kolska;11A
ulica Kolska;11
ulica Kolska;12
ulica Kolska;10
ulica Janusza Korczaka;3
ulica Koszycka;9
ulica Koszycka;1A
ulica Koszycka;19
ulica Koszycka;15
ulica Koszycka;16
ulica Koszycka;10
ulica Koszycka;4A
ulica Koszycka;10A
ulica Koszycka;4
ulica Koszycka;6A
ulica Koszycka;17
ulica Koszycka;12
ulica Koszycka;1
ulica Kremowa;55
ulica Kremowa;50
ulica Kremowa;19
ulica Kremowa;51
ulica Kremowa;58B
ulica Kremowa;23
ulica Kremowa;35
ulica Kremowa;60
ulica Kremowa;21E
ulica Bruzdowa;113F/2
ulica Bruzdowa;91
ulica Bruzdowa;4E
ulica Bruzdowa;4D
ulica Bruzdowa;102F
ulica Bruzdowa;116D
ulica Bruzdowa;92P
ulica Bruzdowa;52
ulica Bruzdowa;112R
ulica Bruzdowa;140B
ulica Bruzdowa;110
ulica Bruzdowa;95F
ulica Bruzdowa;128F
ulica Bruzdowa;140H
ulica Bruzdowa;96E
ulica Bruzdowa;96D
ulica Bruzdowa;4C/2
ulica Bruzdowa;32D
ulica Bruzdowa;125C
ulica Bruzdowa;100A
ulica Bruzdowa;32X
ulica Bruzdowa;32G
ulica Bruzdowa;81C/2
ulica Bruzdowa;106A
ulica Bruzdowa;81F/1
ulica Bruzdowa;4B
ulica Bruzdowa;121K
ulica Bruzdowa;100B
ulica Bruzdowa;92G
ulica Bruzdowa;189B
ulica Bruzdowa;81F/2
ulica Bruzdowa;177L
ulica Bruzdowa;177K
ulica Bruzdowa;177J
ulica Chorągwi Pancernej;4A
ulica Chorągwi Pancernej;25
ulica Chorągwi Pancernej;68
ulica Chorągwi Pancernej;63
ulica Dobrodzieja;42
ulica Dobrodzieja;45D
ulica Dobrodzieja;33H
ulica Dobrodzieja;6B
ulica Dobrodzieja;45
ulica Dobrodzieja;42A
ulica Dobrodzieja;33B
ulica Dobrodzieja;33D
ulica Dobrodzieja;33A
ulica Dobrodzieja;27
ulica Dobrodzieja;27B
ulica Dobrodzieja;27A
ulica Dobrodzieja;12C
ulica Dobrodzieja;1A
ulica Dobrodzieja;25A
ulica Dobrodzieja;10
ulica Husarii;60A
ulica Husarii;16C
ulica Husarii;73
ulica Husarii;4
ulica Husarii;10
ulica Husarii;38
ulica Husarii;55/57
ulica Husarii;67
ulica Husarii;49
ulica Husarii;39A
ulica Husarii;46
ulica Husarii;16B
ulica Husarii;35A
ulica Husarii;17
ulica Husarii;64
ulica Husarii;75
ulica Husarii;42
ulica Husarii;54
ulica Husarii;11A
ulica Husarii;41
ulica Husarii;65
ulica Husarii;5A
ulica Husarii;8B
ulica Husarii;69
ulica Husarii;39
ulica Stanisława Jana Jabłonowskiego;15
ulica Stanisława Jana Jabłonowskiego;21
ulica Stanisława Jana Jabłonowskiego;49
ulica Stanisława Jana Jabłonowskiego;17
ulica Stanisława Jana Jabłonowskiego;5
ulica Karolkowa;59
ulica Karolkowa;58
ulica Nowolipie;20A
ulica Nowolipie;27A
ulica Nowolipie;20
ulica Nowolipie;16
ulica Nowolipie;29
ulica Nowolipie;18
ulica Nowolipie;18A
ulica Nowolipie;23A
ulica Nowolipie;23B
ulica Nowolipie;22A
ulica Nowolipie;25
ulica Nowolipie;22
ulica Nowolipie;27C
ulica Nowolipie;23F
ulica Nowolipie;23C
ulica Nowolipie;23E
ulica Nowolipie;23D
ulica Nowolipki;19F
ulica Nowolipki;28
ulica Nowolipki;16
ulica Nowolipki;27J
ulica Nowolipki;27L
ulica Nowolipki;24D
ulica Nowolipki;23H
ulica Nowolipki;19A
ulica Nowolipki;23B
ulica Nowolipki;23A
ulica Nowolipki;20C
ulica Nowolipki;19E
ulica Nowolipki;30
ulica Nowolipki;27
ulica Nowolipki;36
ulica Nowolipki;24C
ulica Nowolipki;25A
Aleja Prymasa Tysiąclecia;62
Aleja Prymasa Tysiąclecia;44
Aleja Prymasa Tysiąclecia;60/62
Aleja Prymasa Tysiąclecia;60
Aleja Prymasa Tysiąclecia;151
Aleja Prymasa Tysiąclecia;153
Aleja Prymasa Tysiąclecia;76G
Aleja Prymasa Tysiąclecia;38
Aleja Prymasa Tysiąclecia;76H
Aleja Prymasa Tysiąclecia;76C
ulica Obozowa;82A
ulica Obozowa;52B
ulica Obozowa;16
ulica Obozowa;14
ulica Obozowa;96
ulica Obozowa;118
ulica Obozowa;104
ulica Obozowa;116
ulica Obozowa;43
ulica Ogrodowa;3A
ulica Ogrodowa;43
ulica Ogrodowa;4
ulica Ogrodowa;39/41
ulica Ogrodowa;67
ulica Ogrodowa;50
ulica Ogrodowa;32A
ulica Ogrodowa;1A
ulica Ogrodowa;13/29
ulica Ogrodowa;53
ulica Ogrodowa;4D
ulica Ogrodowa;4W
ulica Ogrodowa;65
ulica Ogrodowa;3
ulica Ogrodowa;8
ulica Ogrodowa;32
ulica Ogrodowa;37
ulica Ogrodowa;51A
ulica Ogrodowa;42/44
ulica Ogrodowa;52/54
ulica Ogrodowa;50A
ulica Ogrodowa;49A
ulica Ogrodowa;7
ulica Ogrodowa;4H
ulica Ogrodowa;49
ulica Ogrodowa;26A
ulica Ignacego Prądzyńskiego;23C
ulica Ignacego Prądzyńskiego;23
ulica Ignacego Prądzyńskiego;12/14
ulica Ignacego Prądzyńskiego;23B
ulica Ignacego Prądzyńskiego;21
ulica Ignacego Prądzyńskiego;15
ulica Ignacego Prądzyńskiego;15A
ulica Ignacego Prądzyńskiego;9
ulica Ignacego Prądzyńskiego;9A
ulica Ignacego Prądzyńskiego;11
ulica Pustola;23
ulica Pustola;38K
ulica Pustola;38G
ulica Chorągwi Pancernej;74
ulica Chorągwi Pancernej;24
ulica Chorągwi Pancernej;5A
ulica Chorągwi Pancernej;53
ulica Chorągwi Pancernej;22
ulica Chorągwi Pancernej;87
ulica Chorągwi Pancernej;9
ulica Chorągwi Pancernej;61
ulica Chorągwi Pancernej;49
ulica Chorągwi Pancernej;10A
ulica Chorągwi Pancernej;17
ulica Chorągwi Pancernej;4
ulica Chorągwi Pancernej;36
ulica Chorągwi Pancernej;38
ulica Chorągwi Pancernej;10
ulica Chorągwi Pancernej;45
ulica Chorągwi Pancernej;44
ulica Chorągwi Pancernej;54
ulica Chorągwi Pancernej;58
ulica Chorągwi Pancernej;21
ulica Chorągwi Pancernej;19A
ulica Herbu Janina;7
ulica Herbu Janina;3A
ulica Herbu Janina;3
ulica Herbu Szreniawa;11
ulica Prymasa Augusta Hlonda;8B
ulica Prymasa Augusta Hlonda;4K
ulica Prymasa Augusta Hlonda;8
ulica Prymasa Augusta Hlonda;10L
ulica Prymasa Augusta Hlonda;10J
ulica Prymasa Augusta Hlonda;4H
ulica Prymasa Augusta Hlonda;4G
ulica Prymasa Augusta Hlonda;10K
ulica Prymasa Augusta Hlonda;10G
ulica Prymasa Augusta Hlonda;10H
ulica Prymasa Augusta Hlonda;4C
ulica Prymasa Augusta Hlonda;10F
ulica Prymasa Augusta Hlonda;10D
ulica Prymasa Augusta Hlonda;3
ulica Prymasa Augusta Hlonda;4J
ulica Stanisława Jana Jabłonowskiego;25
ulica Stanisława Jana Jabłonowskiego;23
ulica Królewicza Jakuba;37
ulica Królewicza Jakuba;9
ulica Królewicza Jakuba;37A
ulica Królewicza Jakuba;82A
ulica Królewicza Jakuba;17A
ulica Królewicza Jakuba;50
ulica Królewicza Jakuba;63
ulica Królewicza Jakuba;21A
ulica Królewicza Jakuba;29
ulica Królewicza Jakuba;20A
ulica Królewicza Jakuba;2
ulica Królewicza Jakuba;1
ulica Królewicza Jakuba;55
ulica Królewicza Jakuba;14B
ulica Królewicza Jakuba;103
ulica Królewicza Jakuba;28
ulica Królewicza Jakuba;72
ulica Królewicza Jakuba;60A
ulica Królewicza Jakuba;75
ulica Królewicza Jakuba;64A
ulica Królewicza Jakuba;87
ulica Królewicza Jakuba;81B
ulica Królewicza Jakuba;6
ulica Królewicza Jakuba;68B
ulica Królewicza Jakuba;44
ulica Królewicza Jakuba;44B
ulica Bruzdowa;64B
ulica Bruzdowa;64A
ulica Bruzdowa;92
ulica Bruzdowa;95A
ulica Bruzdowa;191
ulica Bruzdowa;116S
ulica Bruzdowa;109P
ulica Bruzdowa;74
ulica Bruzdowa;109E
ulica Bruzdowa;95C
ulica Bruzdowa;104
ulica Bruzdowa;83
ulica Bruzdowa;95D
ulica Bruzdowa;109D
Aleja Prymasa Tysiąclecia;76
Aleja Prymasa Tysiąclecia;102
Aleja Prymasa Tysiąclecia;81
ulica Władysława Przanowskiego;30
ulica Władysława Przanowskiego;22
ulica Władysława Przanowskiego;26
ulica Władysława Przanowskiego;71
ulica Władysława Przanowskiego;73
ulica Władysława Przanowskiego;10
ulica Władysława Przanowskiego;32
ulica Władysława Przanowskiego;20
ulica Władysława Przanowskiego;43
ulica Władysława Przanowskiego;5
